SearchLocation,SearchKeyword,Url,Featured,BusinessName,PhoneNumber,streetAddress,addressLocality,addressRegion,postalCode,addressCountry,taCount,taRating,WebsiteURL,OpenHours,tripAdvisorID,Categories,PrimaryCategory,Email,Images,PriceRange,Latitude,Longitude,paymentAccepted,generalInfo,socialLinks,Good For Family,Good for Kid,yearInBusiness,Amenities
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/katrina-ellis-inside-paradise-beauty-salon-475521180,No,Katrina Ellis -inside Paradise Beauty Salon,(972) 217-0383,3662 W Camp Wisdom Rd Ste 2075,Dallas,TX,75237,US,,,,"{'WEDNESDAY': '1000-2100', 'MONDAY': '1000-2100', 'THURSDAY': '1000-2100', 'SUNDAY': '1200-1800', 'TUESDAY': '1000-2100', 'FRIDAY': '1000-2100', 'SATURDAY': '1000-2100'}",,Hair Braiding > Beauty Salons,Hair Braiding,JW08298@yahoo.com,"https://i3.ypcdn.com/blob/db2ca00733f9747140ad54911ad3ae0e25f658c9_228x168_crop.jpg, https://i3.ypcdn.com/blob/9ef985f0af8220be36f461b8631f630b57ce3c13_228x168_crop.jpg, https://i4.ypcdn.com/blob/e830023b1689aa0f32a8fa1edaf314504014efc2_228x168_crop.jpg, https://i4.ypcdn.com/blob/0e78c4ff8e63277a3e9a4fa06013098a45b745f4_228x168_crop.jpg, https://i3.ypcdn.com/blob/6bc3b129fc9bad460b1197c5ef46ae664413f797_228x168_crop.jpg, https://i2.ypcdn.com/blob/53baeb26c47f6a35de14a27f71a3248f3fa7e4e8_228x168_crop.jpg, https://i3.ypcdn.com/blob/e9f7c493c382eeb40d81fc835ecfa452b665ecb3_228x168_crop.jpg, https://i3.ypcdn.com/blob/21e6a6e2f4105fad79161cac83b9501f1b5ff3a9_228x168_crop.jpg",,32.661846,-96.879395,cash only,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/little-rock-ar/mip/supreme-styles-barber-beauty-supply-depot-566510505?lid=1002194056955,Yes,Supreme Styles Barber & Beauty Supply Depot,(501) 243-8355,9501 North Rodney Pharam Road Suite H,Little Rock,AR,72227,US,,,https://www.supremestylesbbs.com,"{'WEDNESDAY': '0900-1900', 'MONDAY': '0000-0000', 'THURSDAY': '0900-1900', 'SUNDAY': '0000-0000', 'TUESDAY': '0900-1900', 'FRIDAY': '0900-1900', 'SATURDAY': '0900-1900'}",,Hair Stylists > Barbers > Barbers Equipment & Supplies > Beauty Supplies & Equipment > Hair Supplies & Accessories,Hair Stylists,true@supremestylesbbs.com,"https://i2.ypcdn.com/blob/fce291a254f1686478479f65d4d2c108c0125ff7_228x168_crop.jpg, https://i2.ypcdn.com/blob/f203a3ded08d40dfa912de6d9b108c94388b3fde_228x168_crop.jpg, https://i2.ypcdn.com/blob/6eb9156eb9c166a2bd576ad55238ed01e631fe70_228x168_crop.jpg, https://i3.ypcdn.com/blob/6665d467cbcfbb1775abc4ea22ce5beeb4a1fb27_228x168_crop.jpg, https://i4.ypcdn.com/blob/50172b4f7cca88d1906affb940706a71aaacf6a9_228x168_crop.jpg",,34.75963,-92.37951,"cash, mastercard, apple pay, amex, discover, visa","Supreme Styles Barber & Beauty Supply Depot is a premier destination located in Little Rock, Arkansas, where customers can find a wide range of high-quality products for their hair care needs. Our website also caters to customers across the USA by offering nationwide shipping. At our physical location, customers have the opportunity to not only purchase top-notch hair care products but also receive professional grooming services. Our team consists of five experienced barbers, one skilled stylist, and one dedicated loctician specializing in creating stunning dreadlocks. We take pride in offering special promotions to our valued customers, such as our signature half-off haircut deal on Tuesdays and Wednesdays. Whether you are seeking top-of-the-line hair care products or expert grooming services, Supreme Styles Barber & Beauty Supply Depot is your one-stop shop for all your hair care needs.",https://www.facebook.com/people/Supreme-Styles-Barber-Beauty-Supply-Depot/100063572832158,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/mesquite-tx/mip/hair-by-jimmie-475524226,No,Hair by Jimmie,(214) 668-4230,3330 North Galloway Avenue,Mesquite,TX,75150,US,,,http://www.hbjsalon.com,"{'WEDNESDAY': '0900-1900', 'MONDAY': '0900-1900', 'THURSDAY': '0900-1900', 'SUNDAY': '0000-0000', 'TUESDAY': '0900-1900', 'FRIDAY': '0900-1900', 'SATURDAY': '0700-1500'}",,Hair Braiding > Beauty Salons > Hair Replacement > Hair Weaving,Hair Braiding,jimi0912@yahoo.com,,,32.810715,-96.61111,"check, visa, master card, paypal",For your convenience you can book online at www.hairbyjimmie.net !,,,,22 Years,Wheelchair accessible
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/alfredas-hair-salons-9943337,No,Alfreda's Hair Salons,(972) 231-6336,12101 Greenville Ave,Dallas,TX,75243,US,,,,"{'WEDNESDAY': '0800-2100', 'MONDAY': '0800-2100', 'THURSDAY': '0800-2100', 'SUNDAY': '1400-2100', 'TUESDAY': '0800-2100', 'FRIDAY': '0800-2100', 'SATURDAY': '0800-2100'}",,Beauty Salons,Beauty Salons,kossidave@yahoo.com,,,32.91263,-96.74578,"amex, cash, debit, discover, master card, visa",,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/karyns-hair-replacement-design-468785869?lid=1001692753978,No,Karyns' Hair Replacement & Design,(972) 978-9240,14999 Preston Rd Ste 14999,Dallas,TX,75254,US,,,http://karynkoller.com,"{'WEDNESDAY': '0900-1700', 'MONDAY': '0900-1700', 'THURSDAY': '0900-1700', 'SUNDAY': '', 'TUESDAY': '0900-1700', 'FRIDAY': '0900-1700', 'SATURDAY': ''}",,Beauty Salons > Hair Braiding > Hair Replacement,Beauty Salons,karyn@karynkoller.com,,,32.953503,-96.8042,,,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/phu-duc-hair-salon-13769657,No,Phu Duc Hair Salon,(214) 526-4909,4321 Lemmon Ave,Dallas,TX,75219,US,,,http://fpreyes2.wix.com/phu-duc-hair-salon,"{'WEDNESDAY': '1000-1800', 'MONDAY': '1000-1800', 'THURSDAY': '1000-1800', 'SUNDAY': '0000-0000', 'TUESDAY': '1000-1800', 'FRIDAY': '1000-1800', 'SATURDAY': '1000-1800'}",,Beauty Salons,Beauty Salons,,,,32.81705,-96.81193,all major credit cards,,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/hilite-2765640,No,Hilite,(214) 341-0113,10256 E Northwest Hwy,Dallas,TX,75238,US,,,,"{'WEDNESDAY': '0930-1830', 'MONDAY': '0930-1830', 'THURSDAY': '0930-1830', 'SUNDAY': '1000-1800', 'TUESDAY': '', 'FRIDAY': '0930-1830', 'SATURDAY': '0930-1830'}",,Beauty Salons,Beauty Salons,,,,32.864082,-96.70895,,,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/mashys-salon-10020219,No,Mashy's Salon,(214) 418-3247,18110 Midway Rd,Dallas,TX,75287,US,,,,"{'WEDNESDAY': '0900-1900', 'MONDAY': '0000-0000', 'THURSDAY': '0900-1900', 'SUNDAY': '0000-0000', 'TUESDAY': '0900-1900', 'FRIDAY': '0900-1900', 'SATURDAY': '0900-1500'}",,Beauty Salons,Beauty Salons,mashy@mashys.com,,,32.99651,-96.84361,,,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/artistik-edge-hair-studio-520248990,No,Artistik edge hair studio,(214) 349-3888,7077 Watercrest Pkwy Ste 100,Dallas,TX,75231,US,,,http://www.artistikedge.com,"{'WEDNESDAY': '0900-2100', 'MONDAY': '0900-1700', 'THURSDAY': '0900-2100', 'SUNDAY': '0000-0000', 'TUESDAY': '0900-2100', 'FRIDAY': '0900-1700', 'SATURDAY': '0700-1600'}",,Beauty Salons,Beauty Salons,artistik@artistikedge.com,"https://i2.ypcdn.com/blob/d94f3a218b039ac852119e8ee3f0e8376270637b_228x168_crop.jpg, https://i2.ypcdn.com/blob/c6854f716ccfe8d7c08cefdea12581bf9cadb90a_228x168_crop.jpg, https://i3.ypcdn.com/blob/c6135f3577417f9555a9da5abe3f12c36e87e300_228x168_crop.jpg, https://i1.ypcdn.com/blob/ba019953b7a7d0774f9d15c29aea521bc317879f_228x168_crop.jpg, https://i3.ypcdn.com/blob/67664789c2b174c83e3bc6cbfdf3cc2f9cb97321_228x168_crop.jpg, https://i4.ypcdn.com/blob/5b286eec4ad4a659aa8b73811b8f135a94cebe2f_228x168_crop.jpg, https://i2.ypcdn.com/blob/5a00f1afb1ebff4dd23c8732c1fdad3cc93cdbd2_228x168_crop.jpg, https://i2.ypcdn.com/blob/57385fd9b0332c4e22355f690aafe8489cceab4f_228x168_crop.jpg",,32.874714,-96.732635,"visa, discover, mastercard, all major credit cards","Artistik Edge Hair Studio has been in the Lake Highlands community in the heart of Dallas  for over 30 years. In addition to being a Redken Elite salon, we carry Aveda and Pureology products. Here at the AE Hair Studio are committed to continuing our education in order to give you the best possible experience.",,,,36 Years,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/renew-beauty-med-spa-salon-457314400,No,Renew Beauty Med Spa & Salon,(214) 369-1600,8687 N Central Expy Ste 2236,Dallas,TX,75225,US,,,http://www.renewbeautymedspa.com,"{'WEDNESDAY': '1000-2100', 'MONDAY': '1000-2100', 'THURSDAY': '1000-2100', 'SUNDAY': '1000-1800', 'TUESDAY': '1000-2100', 'FRIDAY': '1000-2100', 'SATURDAY': '1000-2100'}",,Day Spas > Beauty Salons > Hair Removal > Hair Stylists > Medical Spas > Nail Salons > Skin Care,Day Spas,,"https://i2.ypcdn.com/blob/c7d4e519813d5d1c3e66eab9ac6059ea7133f9fe_228x168_crop.jpg, https://i1.ypcdn.com/blob/2762973004a3af4c46b9d9be2a32b202162419b9_228x168_crop.jpg",,32.868797,-96.77086,all major credit cards,,,,,17 Years,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/fade-shop-464997132,No,Fade Shop,(972) 930-9910,18900 Dallas Pkwy Ste 107,Dallas,TX,75287,US,,,http://fadeshop.com/barbershop-contact,"{'WEDNESDAY': '1000-1900', 'MONDAY': '', 'THURSDAY': '1000-1900', 'SUNDAY': '', 'TUESDAY': '1000-1900', 'FRIDAY': '1000-1900', 'SATURDAY': '0800-1700'}",,Hair Stylists > Barbers > Beauty Salons,Hair Stylists,,"https://i1.ypcdn.com/blob/de64d9a82d73c6384b6cddfc74fa9991e1b94350_228x168_crop.jpg, https://i4.ypcdn.com/blob/583e4e1636fd6b22c12a87e56adab0f2fda67c67_228x168_crop.jpg",,33.00617,-96.828735,"master card, visa, amex, cash, check, debit, diners club, discover",,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/estilos-salon-472875508,No,Estilos Salon,(214) 357-7888,2525 Inwood Rd,Dallas,TX,75235,US,,,http://topgolf.com,"{'WEDNESDAY': '1000-2000', 'MONDAY': '1000-2000', 'THURSDAY': '1000-2000', 'SUNDAY': '1100-1700', 'TUESDAY': '1000-2000', 'FRIDAY': '1000-2000', 'SATURDAY': '1100-1700'}",,Beauty Salons,Beauty Salons,,https://i4.ypcdn.com/blob/e35f46cedb5e76a0f72bd48db3a5793aa9e93951_228x168_crop.jpg,,32.821743,-96.836266,"discover, all major credit cards, mastercard, debit, visa, amex",,,,,,Wheelchair accessible
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/moxi-salon-spa-471240174,No,Moxi Salon & Spa,(214) 521-6694,4217 Herschel Ave,Dallas,TX,75219,US,,,,,,Beauty Salons,Beauty Salons,,,,32.8208,-96.80375,,,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/the-boardroom-salon-for-men-inwood-village-2052457,No,The Boardroom Salon for Men - Inwood Village,(214) 358-7565,5550 W Lovers Ln Ste 169,Dallas,TX,75209,US,,,http://boardroomsalon.com/location/dallas-inwood-village,"{'WEDNESDAY': '1000-2000', 'MONDAY': '1000-2000', 'THURSDAY': '1000-2000', 'SUNDAY': '1300-1700', 'TUESDAY': '1000-2000', 'FRIDAY': '1000-1900', 'SATURDAY': '0900-1700'}",,Nail Salons > Barbers > Beauty Salons > Day Spas > Massage Therapists > Skin Care,Nail Salons,,https://i1.ypcdn.com/blob/81833123597c27713299e486e100cd370c14bfcc_228x168_crop.jpg,,32.851044,-96.81805,"cash, master card, visa","As a full service men‚??s salon and barbershop, Boardroom offers a cool, comfortable, masculine place for men to get a great haircut, shave, facial, massage, or other spa service. Experience where men get ready at the Boardroom.",,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/uptown-hairstylist-461916292,No,Uptown Hairstylist,(214) 649-4208,5010 Miller Ave,Dallas,TX,75206,US,,,,"{'WEDNESDAY': '1000-2000', 'MONDAY': '', 'THURSDAY': '1000-1800', 'SUNDAY': '', 'TUESDAY': '1000-2000', 'FRIDAY': '1000-1800', 'SATURDAY': '0900-1700'}",,Beauty Salons,Beauty Salons,,,,32.82109,-96.78498,,"I am a hairstylist at a Dallas Hair Salon in the Knox Henderson area called Halo and in love with doing hair. I am presently a Certified Hairdreams Hair Extensions Specialist and a Brazilian Blowout Technician. I graduated from the Toni & Guy Hairdressing Academy and have been involved in the beauty industry in some capacity since the age of 14. This industry is always evolving and I love to keep myself current. I am constantly educating myself in different areas of hairstyling and some of the more recent notable ones are Bumble and Bumble, Kevin Murphy Styling and Wella Color Movement.",,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/michael-raymond-salon-22846175,No,Michael Raymond Salon,(214) 520-2898,4228 Oak Lawn Ave,Dallas,TX,75219,US,,,http://michaelraymondsalon.com,"{'WEDNESDAY': '1115-2015', 'MONDAY': '0000-0000', 'THURSDAY': '1200-1800', 'SUNDAY': '0000-0000', 'TUESDAY': '1000-1900', 'FRIDAY': '0945-1845', 'SATURDAY': '0900-1730'}",,Beauty Salons,Beauty Salons,,,,32.82034,-96.80219,"amex, visa, master card, check",,,,,,Wheelchair accessible
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/the-lash-lab-llc-464580539,No,"The Lash Lab, LLC",(214) 559-2823,3525 Cedar Springs Rd,Dallas,TX,75219,US,,,,"{'WEDNESDAY': '0930-1700', 'MONDAY': '0000-0000', 'THURSDAY': '0930-1700', 'SUNDAY': '0000-0000', 'TUESDAY': '0930-1700', 'FRIDAY': '0930-1700', 'SATURDAY': '1000-1800'}",,Beauty Salons > Day Spas,Beauty Salons,,,,32.807316,-96.80677,"amex, debit, discover, master card, visa",,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/muse-the-salon-11226006,No,Muse the Salon,(214) 821-3434,2323 N Henderson Ave,Dallas,TX,75206,US,,,http://www.musesalondallas.com,"{'WEDNESDAY': '1000-2000', 'MONDAY': '', 'THURSDAY': '1000-2000', 'SUNDAY': '', 'TUESDAY': '1000-2000', 'FRIDAY': '1000-2000', 'SATURDAY': '1000-2000'}",,Beauty Salons,Beauty Salons,musedallassalon@gmail.com,,,32.81421,-96.778015,"amex, cash, check, debit, diners club, discover, master card, visa",,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/chelas-beauty-salon-15616790,No,Chela's Beauty Salon,(214) 443-0151,4432 Maple Ave,Dallas,TX,75219,US,,,,"{'WEDNESDAY': '1000-2000', 'MONDAY': '1000-2000', 'THURSDAY': '1000-2000', 'SUNDAY': '1130-1800', 'TUESDAY': '1000-2000', 'FRIDAY': '1000-2000', 'SATURDAY': '0930-2000'}",,Beauty Salons,Beauty Salons,,https://i1.ypcdn.com/blob/e328726d10ac8ace6123acdc28e156f0c3ab3c23_228x168_crop.jpg,,32.811176,-96.82203,"debit, amex, cash, check, diners club, discover, master card, visa",,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/diva-lashes-506355736,No,Diva Lashes,(972) 387-8199,5920 Belt Line Rd,Dallas,TX,75254,US,,,,"{'WEDNESDAY': '1000-1900', 'MONDAY': '1000-1900', 'THURSDAY': '1000-1900', 'SUNDAY': '0000-0000', 'TUESDAY': '1000-1900', 'FRIDAY': '1000-1900', 'SATURDAY': '0900-1800'}",,Beauty Salons,Beauty Salons,,,,32.95376,-96.80597,"amex, cash, check, debit, diners club, discover, master card, visa",,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/pura-vida-salon-528321813,No,Pura Vida Salon,(214) 378-8889,3324 Mckinney Ave Apt 189,Dallas,TX,75204,US,,,https://puravidasalon.com/contact-us,"{'WEDNESDAY': '1000-1900', 'MONDAY': '0000-0000', 'THURSDAY': '1000-1900', 'SUNDAY': '0000-0000', 'TUESDAY': '1000-1900', 'FRIDAY': '1000-1900', 'SATURDAY': '0900-1700'}",,Beauty Salons,Beauty Salons,,,,32.80472,-96.79892,,,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/salon-pompeo-10565498,No,Salon Pompeo,(214) 979-0440,3227 McKinney Ave Ste 103,Dallas,TX,75204,US,,,http://www.salonpompeo.com,"{'WEDNESDAY': '0900-2200', 'MONDAY': '0900-1800', 'THURSDAY': '0900-2100', 'SUNDAY': '1200-1700', 'TUESDAY': '0900-2100', 'FRIDAY': '0900-2000', 'SATURDAY': '0900-1900'}",,Beauty Salons,Beauty Salons,,,,32.8041,-96.79991,cash,,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/mesquite-tx/mip/mystic-coiffures-14987454,No,Mystic Coiffures,(972) 289-0580,213 W Main St,Mesquite,TX,75149,US,,,https://www.downtownmesquitetx.com,"{'WEDNESDAY': '1000-1800', 'MONDAY': '', 'THURSDAY': '1000-1800', 'SUNDAY': '', 'TUESDAY': '1000-1800', 'FRIDAY': '1000-1800', 'SATURDAY': '0930-1600'}",,Beauty Salons,Beauty Salons,,,,32.767105,-96.60081,"amex, cash, check, debit, diners club, discover, master card, visa",,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/hair-by-charlie-566122904,No,Hair By Charlie,(214) 303-1799,1645 N Stemmons Fwy,Dallas,TX,75207,US,,,https://www.charlieandco.com,"{'WEDNESDAY': '1200-2100', 'MONDAY': '', 'THURSDAY': '1000-1900', 'SUNDAY': '', 'TUESDAY': '0900-1800', 'FRIDAY': '0900-1700', 'SATURDAY': '0900-1600'}",,Hair Stylists > Beauty Salons,Hair Stylists,,,,32.797512,-96.81816,,,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/natalija-chinni-salon-boutique-503179491,No,Natalija Chinni Salon Boutique,(972) 381-9993,4485 Trinity Mills Rd,Dallas,TX,75287,US,,,https://dallashairextensions.biz,"{'WEDNESDAY': '1100-2100', 'MONDAY': '1100-2100', 'THURSDAY': '1100-2100', 'SUNDAY': '1100-1800', 'TUESDAY': '1100-2100', 'FRIDAY': '1100-2100', 'SATURDAY': '1100-2100'}",,Beauty Salons > Hair Replacement,Beauty Salons,nati@dallashairextensions.biz,,,32.990135,-96.83214,"visa, master card, amex, cash, check, debit, diners club, discover",,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/xochitl-beauty-salon-7335913,No,Xochitl Beauty Salon,(972) 288-9044,2120 S Saint Augustine Dr,Dallas,TX,75217,US,,,,,,Beauty Salons,Beauty Salons,,,,32.675694,-96.65665,,,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/salon-467902763,No,Salon,(972) 934-8080,13465 Inwood Rd,Dallas,TX,75244,US,,,https://blondtouragesalon.com,"{'WEDNESDAY': '0900-1700', 'MONDAY': '0900-1700', 'THURSDAY': '1000-1900', 'SUNDAY': '', 'TUESDAY': '0900-1700', 'FRIDAY': '0900-1700', 'SATURDAY': '0900-1700'}",,Beauty Salons,Beauty Salons,,,,32.93055,-96.82244,"diners club, amex, cash, discover, master card, visa, check, debit",,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/pamper-u-salon-482334123,No,Pamper U Salon,(214) 421-7770,3113 Al Lipscomb Way,Dallas,TX,75215,US,,,,,,Beauty Salons,Beauty Salons,,https://i2.ypcdn.com/blob/45fde96445731ce34dcfaa417ad4332be32987d1_228x168_crop.jpg,,32.775208,-96.76792,,,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/upsacle-beauty-lounge-dallas-506240388,No,Upsacle Beauty Lounge- Dallas,(469) 410-8426,3917 W Camp Wisdom Rd,Dallas,TX,75237,US,,,,"{'WEDNESDAY': '1130-2030', 'MONDAY': '1130-2030', 'THURSDAY': '1130-2030', 'SUNDAY': '', 'TUESDAY': '1130-2030', 'FRIDAY': '1130-2030', 'SATURDAY': '1130-2030'}",,Beauty Salons,Beauty Salons,upscalebeautylounge@gmail.com,"https://i3.ypcdn.com/blob/3206beef8f7873e74620c97c08d332202558245e_228x168_crop.jpg, https://i1.ypcdn.com/blob/7005d6b96297cec08dc0e72b9cbc5f7deed74adf_228x168_crop.jpg, https://i1.ypcdn.com/blob/3b9ac7808843db644e8552228823da53c0474479_228x168_crop.jpg",,32.662193,-96.883125,,,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/salon-13500-6311036,No,Salon 13500,(972) 980-1600,13500 Midway Rd,Dallas,TX,75244,US,,,http://www.salon13500.com,"{'WEDNESDAY': '1000-2000', 'MONDAY': '', 'THURSDAY': '1000-2000', 'SUNDAY': '', 'TUESDAY': '1000-2000', 'FRIDAY': '1000-1800', 'SATURDAY': '0900-1800'}",,Beauty Salons,Beauty Salons,,https://i4.ypcdn.com/blob/94899c64a09af357278f115c5735e4e7a70911f4_228x168_crop.jpg,,32.93205,-96.83872,"amex, debit, discover, master card, visa, cash, check, diners club",,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/jayme-rountree-natural-hair-stylist-inside-sw-center-mall-dallas-483129047,No,Jayme Rountree: Natural Hair Stylist inside SW Center Mall- Dallas,(214) 558-4235,3362 W Camp Wisdom Rd Ste 2012,Dallas,TX,75237,US,,,,,,Beauty Salons,Beauty Salons,,"https://i2.ypcdn.com/blob/7c35042050a7decd205a09c2cf4efc3c5a051259_228x168_crop.jpg, https://i4.ypcdn.com/blob/f1fdb7846d6306da0ab35b310ca3b7facfffb8ad_228x168_crop.jpg, https://i1.ypcdn.com/blob/f0d841fed23db7d07413cea481014520ffa43f06_228x168_crop.jpg, https://i3.ypcdn.com/blob/12997e0289a5fb59ced619f73b27d902e7506544_228x168_crop.jpg, https://i3.ypcdn.com/blob/8c8aa0d916a4904163ba40cf99e4dcf2c7a64eed_228x168_crop.jpg, https://i3.ypcdn.com/blob/69a6a3eef0850dcca30923c2c53b81a6d8248545_228x168_crop.jpg, https://i1.ypcdn.com/blob/e362425e05044d8e6c7f3a096e29cff4cf3dc9c6_228x168_crop.jpg, https://i2.ypcdn.com/blob/2f8056e3e7070e04b45a63cf1b29dec1dc173497_228x168_crop.jpg",,32.662415,-96.875145,,MOBILE HARISTYLIST DALLAS TX - NATURAL HAIR | SEWIN | QUICKWEAVE | CUTS,,,,12 Years,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/abi-hair-braiding-491509398,No,Abi Hair Braiding,(214) 558-5619,9730 Abrams Rd Ste 115a,Dallas,TX,75243,US,,,,"{'WEDNESDAY': '0800-2100', 'MONDAY': '0800-2100', 'THURSDAY': '0800-2100', 'SUNDAY': '1400-2100', 'TUESDAY': '0800-2100', 'FRIDAY': '0800-2100', 'SATURDAY': '0800-2100'}",,Beauty Salons,Beauty Salons,kossidave@yahoo.com,"https://i4.ypcdn.com/blob/5f7162c9c89d2e3339d8c76986abcb4fe46249e8_228x168_crop.jpg, https://i3.ypcdn.com/blob/585e399e3e86d5663713a9c123818a5ae66bb4d7_228x168_crop.jpg, https://i4.ypcdn.com/blob/25c38b58ac23c4e201993f273488e6391aa3c234_228x168_crop.jpg, https://i4.ypcdn.com/blob/1a64557df6dbd69d58ce6b77f7c281ceb3f8e552_228x168_crop.jpg, https://i1.ypcdn.com/blob/29f075ccc27cd8fe35d1331c5f88d4a5991b6fc3_228x168_crop.jpg, https://i1.ypcdn.com/blob/d18e980f3b04abe52ed5ce57e369efc4eba0eedf_228x168_crop.jpg, https://i1.ypcdn.com/blob/95a78526435dffc1b380d184a218bd3bbcf5a323_228x168_crop.jpg, https://i1.ypcdn.com/blob/ffb31e3736601aa5d7ac71cb6a13eb4ff0e445e8_228x168_crop.jpg",,32.90861,-96.73504,"visa, master card, amex, discover, debit, cash",,,,,11 Years,Wheelchair accessible
