model,product_name,author,text,rating,date_added
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,Jia Jian Tin Hayley Amor,Saved me a trip to the post office or grocery store. The most thankful of this purchase is my bill collectors. Stamps came to me in great condition.,5,2022-09-13
578204,U.S. Love 2022 Forever Stamps Wedding,Donna,They do what they do works good legit,5,2022-09-13
578204,U.S. Love 2022 Forever Stamps Wedding,J. Marie,I found everything satisfactory about this product.,5,2022-09-13
578204,U.S. Love 2022 Forever Stamps Wedding,Aamna Vawda,Love these stamps! Having them come to the house is great!,4,2022-09-13
578204,U.S. Love 2022 Forever Stamps Wedding,Nathybelle,these stamps are pretty ands that's why I like them,4,2022-09-13
578204,U.S. Love 2022 Forever Stamps Wedding,Lori Windsor,Have bought these stamps several times love the variety of colorful flowers will continue to reorder.,4,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,Janet Ryan,A great way to buy stamps during the pandemic.,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,L Jeane,Such convenience! Our post offices are located where we have to pay to park. Now it’s possible to get the stamps I want delivered to my door. Fantastic!,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,gayleb,"This product was so needed and made convenient for me to order, and ship to my elderly Mom out-of-state. She loved them.",5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,Patty Broadie,"Convivence and style and that they are ""Forever Stamps"".",5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,tammy burroughs Donna maloney,"They're prettier stamps. Even if the receiver doesn't appreciate them, I do.",5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,redlin51,Love these stamps! Having them come to the house is great!,5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,LexRex21,these stamps are pretty ands that's why I like them,5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,Curly Productions,Have bought these stamps several times love the variety of colorful flowers will continue to reorder.,5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,Teena Weiss,Love the items especially the bright colors!,5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,Deborah L. Gagnon,Pretty stamps that stick well,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,TamRN Diane Johnson,"Well packed, not waded up!",5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Careful buyer,"Nothing was disliked or bad news. I loved the stamps and will order again, for the convenience.",5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Big Small,Love these stamps. 2nd time ordered. Great delivery and price.,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,B. E. Nutt,How do you review a stamp.LOL,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Thucydides,Needed them for every day,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Margo H.,Great value for the money,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Juan C Depablo,Good product.....forever stamps!,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Antony,"Love putting these beautiful stamps on Birthday Cards, Thank You Cards and Anniversary Cards.",5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Marjorie Dorbolo,"Adhension good. Not sure about the value of money, but delivery is really quickly. I think it is a good way to buy stamps.",5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Kindle Customer,Easy and convenient instead of going to the post office!,5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,Sandra J.,These are fantastic! Look even better once you receive them! These are beyond adorable and support a great cause. Highly suggest !,5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,L A park,"Adhesion seems really good. Not sure if they are cheaper at the post office, but it was easier to order them, then to have to go to the Post office",5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,Dorothy zeigler,"This stamp design has beautiful bright colors, very cheerful.",5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,Sheila Cadmus,Stamps are very pretty. Should dress up my bills nicely,5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,Xiomy,convenient don't have to use water to make them stick,5,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,mary pollock K. Bender,These stamps will come in handy for writing notes or letters or cards,5,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,D. Caine,They were just what I was looking for. I will be reordering again and again!,5,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,Mercedes,A great way to buy stamps during the pandemic.,5,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,t persons,A great way to buy stamps during the pandemic.,4,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,Janet Ryan,Such convenience! Our post offices are located where we have to pay to park. Now it’s possible to get the stamps I want delivered to my door. Fantastic!,4,2022-09-13
572017,2017 U.S Flag Forever First-Class Rate Stamps,Alberta Graham,Spring and summertime stamps dress up your envelopes. Easy to apply. What more is there to say about forever stamps. Be sure to divide current price of stamps so you don’t over pay too much. A little is okay for convenience but a lot is not Then look for another design,5,2022-09-13
572017,2017 U.S Flag Forever First-Class Rate Stamps,Sally Smith,"You can use them as a very expensive sticker set, or put them up on a dart board if you really hate flowers. You can even them on envelopes to mail things.",5,2022-09-13
572017,2017 U.S Flag Forever First-Class Rate Stamps,Ellie Green,came fast. easy to stick. and beautiful flowers. would buy again because i like my postage to be on theme. these were for baby shower thank you cards,5,2022-09-13
572017,2017 U.S Flag Forever First-Class Rate Stamps,Alberta Graham,Spring and summertime stamps dress up your envelopes. Easy to apply. What more is there to say about forever stamps. Be sure to divide current price of stamps so you don’t over pay too much. A little is okay for convenience but a lot is not Then look for another design,5,2022-09-13
572017,2017 U.S Flag Forever First-Class Rate Stamps,Keep It Simple,Excellence and will reorder again,4,2022-09-13
460203,2020 US Earth Day Forever Stamps,Tomas DellaMorte,Love them. Had fun putting them on envelopes.,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Sharen,These are cute additions to my mail. Would recommend.,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Barbara Moriarta,Adhesion excellent! Well worth the money.,5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,C Goodall Excellent,These stamps are very pretty. Just as pictured but even prettier.,5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,Richard B,"Absolutely beautiful, THANKYOU so much ❣",5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,Edward Mildebrandt,Nothing to complain about. They are good stamps. I would buy again.,5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,Linda Wade,They do what they do works good legit,5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,J Manzanares,I found everything satisfactory about this product.,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Cathy S,I love these stamps good for the money,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Joyce Tourigny,Delivered quickly....pretty stampa,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Amy B. Auth,They are as pretty as their pictures show.,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Mary Neufeld,Great value for the money,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Trever,Super fast shipping!!,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,V. S. Kilgore,"I love the product, thank God i was able 2 afford the product",5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,SHAWN,"There’s nothing to dislike about these stamps, they stick pretty well! Definitely gonna buy more once I run out",5,2022-09-13
575206,U.S. 2018 Frozen Treats Forever Stamps,IOWA,Creative!,5,2022-09-13
575206,U.S. 2018 Frozen Treats Forever Stamps,Lawrence H. Yakulis,I like it cause it was convenient got them in the mail didn't have to go out,5,2022-09-13
575206,U.S. 2018 Frozen Treats Forever Stamps,M13 Heather Thompson,Convenient,5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,Miss OCD @ 67,Very good quality,5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,TamRN Diane Johnson,I would definitely buy again,5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,colleen,easy-peasy way of buying postage stamps,5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,Pollyanna,GOT THEM FAST AND WILL BUY AGAIN,5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,MichelleB,Stamps needed when we were on vacation,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Mary Wilson,Lovely images!,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Eileen,Would buy again .,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Big Small,They carry the same value as 55 cent stamps needed for envelopes. I like that they are cheaper as well.,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,B. E. Nutt,They worked fine,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,W. J. Plein,This product is very easy to use and gift to someone else should you choose.,5,2022-09-13
578204,U.S. Love 2022 Forever Stamps Wedding,Trever,Love the items especially the bright colors!,4,2022-09-13
578204,U.S. Love 2022 Forever Stamps Wedding,Donna Newton,"Absolutely beautiful, THANKYOU so much ❣",5,2022-09-13
578204,U.S. Love 2022 Forever Stamps Wedding,K. Mccargo,Nothing to complain about. They are good stamps. I would buy again.,5,2022-09-13
578204,U.S. Love 2022 Forever Stamps Wedding,Donna,They do what they do works good legit,5,2022-09-13
578204,U.S. Love 2022 Forever Stamps Wedding,J. Marie,I found everything satisfactory about this product.,5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,Emily,"When ordering for my business, I didn't realize that I could also get postage stamps! I love the stamps I received. It was truly a simple process and saved me time taking care of everything in one step.",5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,Teena Weiss,Pretty stamps that stick well,4,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,Deborah L. Gagnon,"When ordering for my business, I didn't realize that I could also get postage stamps! I love the stamps I received. It was truly a simple process and saved me time taking care of everything in one step.",4,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,strawberry23d,Stamps are available yes!,4,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,Faybuckley In Tallahassee,Great help for my card ministry,4,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,Kindle Customer janet w.,"Is really nice to have this stamps for an extra ounce , so you don’t have to spend a normal post stamp",4,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,Robert Anthony,"The ease of on online purchase, a resonable price. A worthwhile purchase",4,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,Patricia,"The seller is always on time; the stamps are lovely and different! A very nice ""go to"" seller! :)",4,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,Johnny Franck,"They are nice stamps and easy to get. Being retired, I appreciate any delivery.",4,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,jacalyn Werkheiser,They are pretty I bought before will again if available.,4,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,strawberry23d,"When ordering for my business, I didn't realize that I could also get postage stamps! I love the stamps I received. It was truly a simple process and saved me time taking care of everything in one step.",5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,Faybuckley In Tallahassee,Stamps are available yes!,5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,redlin51,Stamps are available yes!,5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,LexRex21,Great help for my card ministry,5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,Curly Productions,Super fast shipping!!,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Kim D,They were just what I was looking for. I will be reordering again and again!,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Hippie,A great way to buy stamps during the pandemic.,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Kim Husted,Such convenience! Our post offices are located where we have to pay to park. Now it’s possible to get the stamps I want delivered to my door. Fantastic!,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,MAD,"This product was so needed and made convenient for me to order, and ship to my elderly Mom out-of-state. She loved them.",5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Dianne L.,"Convivence and style and that they are ""Forever Stamps"".",5,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,L Jeane,"This product was so needed and made convenient for me to order, and ship to my elderly Mom out-of-state. She loved them.",4,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,gayleb,"Convivence and style and that they are ""Forever Stamps"".",4,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,Patty Broadie,"They're prettier stamps. Even if the receiver doesn't appreciate them, I do.",4,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,tammy burroughs Donna maloney,I'm happy I was able too order this.,4,2022-09-13
